TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Dorado Needle,North Cascades,,,6280.0,8440.0,3.33,3,48.5497219,-121.138612,2018-05-25,3,https://www.wta.org/go-hiking/hikes/dorado-needle
Marymoor Park,Puget Sound and Islands,4.0,trails,,,3.0,3,47.6597206576,-122.118786063,2021-03-13,8,https://www.wta.org/go-hiking/hikes/marymoor-park
Burton Acres Park,Puget Sound and Islands,1.2,roundtrip,,,5.0,1,47.3935735554,-122.451167107,2021-03-06,5,https://www.wta.org/go-hiking/hikes/burton-acres-park-vashon
South Woods Park,Puget Sound and Islands,0.75,roundtrip,100.0,380.0,2.0,1,47.7378877243,-122.307378038,2018-01-06,2,https://www.wta.org/go-hiking/hikes/south-woods-park
Highlands Loop - Newcastle,Issaquah Alps,2.3,roundtrip,,,0.0,0,47.5203091061,-122.157465219,2021-01-17,2,https://www.wta.org/go-hiking/hikes/highlands-loop-newcastle
Whitehorse Trail,North Cascades,27.0,one-way,,,0.0,0,48.2588056943,-121.604578793,2021-01-07,3,https://www.wta.org/go-hiking/hikes/whitehorse-trail
Rainbow Falls Mist Trail,Central Cascades,0.25,roundtrip,30.0,1200.0,0.0,0,48.3422126637,-120.70126377,2020-10-09,9,https://www.wta.org/go-hiking/hikes/rainbow-falls-mist-trail
Newhalem Creek,North Cascades,9.0,roundtrip,800.0,2000.0,5.0,2,48.6613192391,-121.251983642,2021-04-13,21,https://www.wta.org/go-hiking/hikes/newhalem-creek-1
Rocky Creek Conservation Area,Puget Sound and Islands,2.5,roundtrip,,,0.0,0,47.3846,-122.741037,2020-08-15,1,https://www.wta.org/go-hiking/hikes/rocky-creek-conservation-area
Mount Stuart,Snoqualmie Region,11.1,roundtrip,6309.0,9416.0,5.0,2,47.4751179,-120.9031444,2020-10-08,53,https://www.wta.org/go-hiking/hikes/mount-stuart
Roughhouse Mountain,Central Cascades,,,,4760.0,0.0,0,47.35601,-120.67441,2017-04-30,1,https://www.wta.org/go-hiking/hikes/roughhouse-mountain
White River Falls State Park,Southwest Washington,0.5,roundtrip,250.0,1000.0,0.0,0,45.244154864,-121.097159163,2021-02-27,3,https://www.wta.org/go-hiking/hikes/white-river-falls-state-park
Scott Mountain,Puget Sound and Islands,,,,,0.0,0,,,2018-04-07,1,https://www.wta.org/go-hiking/hikes/scott-mountain
Jackson Creek,Eastern Washington,10.0,one-way,2600.0,5600.0,0.0,0,48.8407229651,-116.997906774,2020-09-01,4,https://www.wta.org/go-hiking/hikes/jackson-creek
Hughes Fork,Eastern Washington,10.0,one-way,3284.0,5500.0,0.0,0,48.8407875779,-116.998070126,2019-07-18,3,https://www.wta.org/go-hiking/hikes/hughes-fork
Wygant Peak Trail,Southwest Washington,8.0,roundtrip,2000.0,2200.0,0.0,0,45.7029,-121.6186,2018-03-26,1,https://www.wta.org/go-hiking/hikes/wygant-peak-trail
Hilburn Preserve,Olympic Peninsula,2.0,trails,,,0.0,0,47.2086766269,-123.137431741,2020-10-05,6,https://www.wta.org/go-hiking/hikes/hilburn-preserve
Garfield Nature Trail,Olympic Peninsula,0.7,roundtrip,,,0.0,0,47.050969,-122.918471,2020-03-22,1,https://www.wta.org/go-hiking/hikes/garfield-nature-trail
Nursery Peak,Snoqualmie Region,,,6967.0,,0.0,0,,,2016-05-30,2,https://www.wta.org/go-hiking/hikes/nursery-peak
Canyon Lake,North Cascades,5.4,roundtrip,200.0,2960.0,0.0,0,48.1084341429,-121.739480495,2020-12-08,4,https://www.wta.org/go-hiking/hikes/canyon-lake-2
Glacier View,Mount Rainier Area,4.4,roundtrip,950.0,5450.0,4.1,21,46.7920750866,-121.957121893,2020-12-31,162,https://www.wta.org/go-hiking/hikes/glacier-view
Friends Landing,Southwest Washington,1.7,roundtrip,15.0,20.0,0.0,0,46.9478583609,-123.636826035,2020-02-09,3,https://www.wta.org/go-hiking/hikes/friends-landing
Devore Creek,Central Cascades,15.0,one-way,5400.0,6600.0,2.75,4,48.3162309357,-120.68005085,2019-06-12,4,https://www.wta.org/go-hiking/hikes/devore-creek
Dirty Face Ridge,Olympic Peninsula,7.5,roundtrip,3000.0,6280.0,4.12,8,47.8857872421,-123.08983326,2020-11-08,48,https://www.wta.org/go-hiking/hikes/dirty-face-ridge
Dishpan Gap,Central Cascades,9.0,one-way,3200.0,5600.0,2.5,4,47.9769833333,-121.147216667,2020-10-09,33,https://www.wta.org/go-hiking/hikes/dishpan-gap
Domke Lake,Central Cascades,7.0,roundtrip,1100.0,2200.0,4.2,5,48.1906968,-120.6278045,2020-06-25,15,https://www.wta.org/go-hiking/hikes/domke-lake
Devils Gulch,Central Cascades,9.0,roundtrip,1100.0,2800.0,3.4,5,47.3126267,-120.4240034,2019-06-03,23,https://www.wta.org/go-hiking/hikes/devils-gulch
Dock Butte,North Cascades,4.4,roundtrip,1500.0,,4.07,14,48.6537597501,-121.783987999,2020-08-04,125,https://www.wta.org/go-hiking/hikes/dock-butte
Dodger Point,Olympic Peninsula,27.0,roundtrip,4983.0,5753.0,3.25,4,47.9609124,-123.5743783,2020-09-28,16,https://www.wta.org/go-hiking/hikes/dodger-point
Deception Creek,Central Cascades,11.0,roundtrip,1200.0,3150.0,3.8,20,47.71205,-121.193633333,2021-04-20,213,https://www.wta.org/go-hiking/hikes/deception-creek
Devil's Ridge,North Cascades,18.8,one-way,3100.0,7000.0,2.4,5,48.8395794894,-120.737424271,2019-07-11,30,https://www.wta.org/go-hiking/hikes/devils-ridge
Deception Falls National Recreation Area,Central Cascades,0.5,roundtrip,50.0,,3.57,14,47.7146,-121.193433333,2021-04-11,93,https://www.wta.org/go-hiking/hikes/deception-falls-nra
Crater Lakes,North Cascades,8.6,roundtrip,2220.0,6980.0,3.77,13,48.220383,-120.26785,2020-10-11,55,https://www.wta.org/go-hiking/hikes/crater-lakes
Crater Lake,Central Cascades,2.0,roundtrip,550.0,3500.0,3.83,6,47.6995957927,-121.533508301,2019-08-01,24,https://www.wta.org/go-hiking/hikes/crater-lake
Crowell Ridge,Eastern Washington,8.4,roundtrip,2700.0,6880.0,3.67,6,48.878267,-117.24485,2020-08-22,8,https://www.wta.org/go-hiking/hikes/crowell-ridge
Crooked Creek,Eastern Washington,17.0,one-way,3800.0,5700.0,3.0,4,46.1537600859,-117.651139314,2021-03-25,19,https://www.wta.org/go-hiking/hikes/crooked-creek
Crystal Peak,Mount Rainier Area,8.0,roundtrip,3100.0,6595.0,4.04,27,46.9227333333,-121.533616667,2020-11-08,230,https://www.wta.org/go-hiking/hikes/crystal-peaks
Cutthroat Lake,North Cascades,3.8,roundtrip,400.0,4900.0,3.89,18,48.5562989921,-120.654743537,2020-11-08,140,https://www.wta.org/go-hiking/hikes/cutthroat-lake
Cowiche Canyon,Central Washington,6.0,roundtrip,100.0,1500.0,3.57,14,46.6298801,-120.662945,2021-04-21,292,https://www.wta.org/go-hiking/hikes/cowiche-canyon
Coleman Ridge,North Cascades,27.2,roundtrip,3400.0,7400.0,3.0,5,,,2019-07-27,14,https://www.wta.org/go-hiking/hikes/coleman-ridge
Columbia Plateau Trail - Amber Lake,Eastern Washington,15.0,roundtrip,200.0,2300.0,2.25,4,47.3511886,-117.7106383,2015-04-13,3,https://www.wta.org/go-hiking/hikes/columbia-plateau-amber-lake
Copper Creek,Central Cascades,4.2,roundtrip,2300.0,5600.0,3.5,4,48.1988344414,-120.773252249,2018-10-17,5,https://www.wta.org/go-hiking/hikes/copper-creek
Cooney Lake,North Cascades,17.6,roundtrip,2850.0,7260.0,2.8,5,48.2217722327,-120.266867431,2020-10-04,55,https://www.wta.org/go-hiking/hikes/cooney-lake
Chewuch River Trail,North Cascades,37.4,roundtrip,3300.0,6900.0,3.5,4,48.826262,-120.019466,2020-08-09,41,https://www.wta.org/go-hiking/hikes/chewuch
Castle Pass,North Cascades,18.9,one-way,5400.0,6600.0,2.5,4,,,2019-06-29,14,https://www.wta.org/go-hiking/hikes/castle-pass
Cascade Rock,Olympic Peninsula,4.5,roundtrip,1800.0,1825.0,3.5,6,48.027467,-123.58825,2021-01-09,10,https://www.wta.org/go-hiking/hikes/cascade-rock
Carne Mountain,Central Cascades,7.3,roundtrip,3600.0,7085.0,4.12,17,48.0829166667,-120.834966667,2020-10-24,143,https://www.wta.org/go-hiking/hikes/carne-mountain
Chatter Creek,Central Cascades,11.0,roundtrip,3800.0,6400.0,4.0,4,47.6098,-120.892,2020-09-27,147,https://www.wta.org/go-hiking/hikes/chatter-creek
Carbon River to Ipsut Falls,Mount Rainier Area,10.8,roundtrip,,,3.5,8,46.9949015508,-121.912277482,2021-03-31,256,https://www.wta.org/go-hiking/hikes/carbon-river
Cedar Falls,North Cascades,3.5,roundtrip,500.0,3500.0,3.0,8,48.5791666667,-120.478683333,2021-04-17,81,https://www.wta.org/go-hiking/hikes/cedar-creek
Chamna Natural Preserve,Central Washington,3.8,roundtrip,30.0,350.0,3.25,8,46.2577130496,-119.286515862,2020-12-22,9,https://www.wta.org/go-hiking/hikes/chamna-natural-preserve
Cat Basin Primitive,Olympic Peninsula,5.0,one-way,1500.0,5500.0,2.75,4,47.9560190744,-123.837890625,2020-07-24,12,https://www.wta.org/go-hiking/hikes/cat-basin-primitive
Silver Lake Loop to McCullum Park,Puget Sound and Islands,,,,,2.0,1,,,2014-09-01,2,https://www.wta.org/go-hiking/hikes/silver-lake-loop-to-mc-cullum-park
UW Bothell-Cascadia Community College Wetlands,Puget Sound and Islands,1.0,roundtrip,,,1.0,1,,,2019-12-23,3,https://www.wta.org/go-hiking/hikes/uw-bothell-cascadia-community-college-wetlands
Robinswood Park,Puget Sound and Islands,,,,,0.0,0,,,2019-03-05,2,https://www.wta.org/go-hiking/hikes/robinswood-park-1
Columbia River Waterfront Renaissance Trail,Southwest Washington,,,,,0.0,0,45.6245730134,-122.663083076,2020-08-14,4,https://www.wta.org/go-hiking/hikes/columbia-river-waterfront-renaissance-trail
Oxbow Regional Park,Southwest Washington,,,,,0.0,0,,,2014-08-03,1,https://www.wta.org/go-hiking/hikes/oxbow-regional-park
Sahale Peak,North Cascades,,,,,0.0,0,48.4820250173,-121.080408096,2020-08-01,27,https://www.wta.org/go-hiking/hikes/sahale-peak
Mount Leona,Eastern Washington,6.0,roundtrip,1500.0,6474.0,0.0,0,48.765367,-118.487967,2017-07-02,3,https://www.wta.org/go-hiking/hikes/mount-leona
Colchuck Peak,Central Cascades,,,,,0.0,0,,,2020-06-27,25,https://www.wta.org/go-hiking/hikes/colchuck-peak
Stiletto Lake,North Cascades,12.6,roundtrip,3200.0,6810.0,0.0,0,,,2020-09-29,20,https://www.wta.org/go-hiking/hikes/stiletto-lake
Twin Lakes and Mount Pickett,Puget Sound and Islands,7.6,roundtrip,915.0,1749.0,0.0,0,48.655033,-122.818833,2020-03-15,10,https://www.wta.org/go-hiking/hikes/mount-pickett
Fortune Peak via Esmeralda Basin (Esmerelda),Snoqualmie Region,,,,,0.0,0,47.4291889,-120.9377177,2020-10-08,25,https://www.wta.org/go-hiking/hikes/fortune-peak-via-esmeralda-basin-esmerelda-1394
Razorback Mountain Snowshoe,North Cascades,,,,,0.0,0,,,2013-05-01,1,https://www.wta.org/go-hiking/hikes/razorback-mountain-snowshoe
Corax Peak,North Cascades,,,,,0.0,0,,,2011-08-13,1,https://www.wta.org/go-hiking/hikes/corax-peak
Cabinet Peak,North Cascades,,,,,0.0,0,48.6386743425,-120.851265639,2016-05-07,2,https://www.wta.org/go-hiking/hikes/cabinet-peak
Soda Springs,Mount Rainier Area,,,,,0.0,0,,,2018-07-11,5,https://www.wta.org/go-hiking/hikes/soda-springs-trail-975
The Eaglet,North Cascades,,,,,0.0,0,,,2014-03-23,5,https://www.wta.org/go-hiking/hikes/the-eaglet
Moss Lake Loop,Mount Rainier Area,0.75,roundtrip,,2400.0,0.0,0,47.0351251,-121.5613549,2021-03-22,11,https://www.wta.org/go-hiking/hikes/moss-lake-loop
Blowdown Mountain Road,Snoqualmie Region,,,,,1.67,3,47.530689993,-121.692735908,2021-03-12,34,https://www.wta.org/go-hiking/hikes/blowdown-mountain-road
Kangaroo Temple,North Cascades,,,,,2.0,1,48.5143301177,-120.642499924,2018-06-02,5,https://www.wta.org/go-hiking/hikes/kangaroo-temple
Mutton Mountain,Mount Rainier Area,,,,,0.0,0,,,2020-12-12,25,https://www.wta.org/go-hiking/hikes/mutton-mountain
Cripple Creek Falls,Snoqualmie Region,,,,,0.0,0,,,2012-03-17,1,https://www.wta.org/go-hiking/hikes/cripple-creek-falls
Fawn Lake,North Cascades,,,,,0.0,0,,,,0,https://www.wta.org/go-hiking/hikes/fawn-lake
Ashnola River,North Cascades,,,,,0.0,0,,,2020-07-27,3,https://www.wta.org/go-hiking/hikes/ashnola-river
Fox Lakes,North Cascades,,,,,0.0,0,,,2018-07-04,1,https://www.wta.org/go-hiking/hikes/fox-lakes
Methow Pass,North Cascades,,,,,0.0,0,,,2020-10-01,6,https://www.wta.org/go-hiking/hikes/methow-pass
Grindstone Mountain,Central Cascades,,,,,0.0,0,47.6070021379,-120.884542465,2020-09-15,20,https://www.wta.org/go-hiking/hikes/grindstone-mountain
English Boom,Puget Sound and Islands,,,,,0.0,0,48.262399,-122.438787,2021-01-16,7,https://www.wta.org/go-hiking/hikes/english-boom
Ivanhoe Lake,Snoqualmie Region,,,,,0.0,0,,,2020-08-10,15,https://www.wta.org/go-hiking/hikes/ivanhoe-lake
Lake Wilderness Park,Issaquah Alps,,,,,2.0,1,47.379870622,-122.040252686,2021-02-20,6,https://www.wta.org/go-hiking/hikes/lake-wilderness-park
Wenatchee River Road,Central Cascades,,,,,0.0,0,47.6875021302,-120.734879494,2020-05-23,3,https://www.wta.org/go-hiking/hikes/wenatchee-river-road
Hat Rock-Yellow Jacket Pass,South Cascades,5.5,roundtrip,1200.0,5200.0,3.0,4,46.4323,-121.7626,2019-07-07,4,https://www.wta.org/go-hiking/hikes/yellow-jacket
Wishpoosh Campground,Snoqualmie Region,,,,,1.75,4,,,,0,https://www.wta.org/go-hiking/hikes/wishpoosh-campground
Wobbly Creek,South Cascades,,,,,2.4,5,46.4392764631,-121.602859497,2019-06-14,2,https://www.wta.org/go-hiking/hikes/wobbly-creek
Wiseman Lake,North Cascades,,,,,3.25,4,,,,0,https://www.wta.org/go-hiking/hikes/wiseman-lake
Windy Lake,Snoqualmie Region,,,,,4.0,5,,,2020-08-31,9,https://www.wta.org/go-hiking/hikes/windy-lake
Wolf,Eastern Washington,,,,,1.25,4,,,,0,https://www.wta.org/go-hiking/hikes/wolf
Windy Pass - Mount Catherine Snowshoe,Snoqualmie Region,9.0,roundtrip,2300.0,5052.0,2.67,3,47.3961128,-121.4025239,2021-03-29,35,https://www.wta.org/go-hiking/hikes/windy-pass-mount-catherine-snowshoe
Windy Creek,Eastern Washington,,,,,3.0,4,,,2015-09-07,1,https://www.wta.org/go-hiking/hikes/windy-creek
Whitehorse Mountain,North Cascades,,,,,3.6,5,,,2021-04-22,19,https://www.wta.org/go-hiking/hikes/whitehorse-mountain
West Point,Snoqualmie Region,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/west-point
Whistler Basin,North Cascades,,,,,3.25,4,,,2020-07-10,4,https://www.wta.org/go-hiking/hikes/whistler-basin
Whatcom Pass,North Cascades,,,,,2.8,5,48.8750128681,-121.361726224,2020-08-26,18,https://www.wta.org/go-hiking/hikes/whatcom-pass
Whistler (Slide Chute),North Cascades,,,,,2.5,4,,,2013-09-18,5,https://www.wta.org/go-hiking/hikes/whistler-slide-chute
White River Snowshoe,Mount Rainier Area,4.0,roundtrip,400.0,3200.0,2.5,2,46.9021,-121.6437,2021-03-24,15,https://www.wta.org/go-hiking/hikes/white-river-snowshoe
White Lakes,North Cascades,,,,,3.75,4,,,,0,https://www.wta.org/go-hiking/hikes/white-lakes
Whistling Pig Meadow,Central Cascades,11.4,roundtrip,1300.0,5650.0,1.75,4,47.844,-120.602533333,2016-07-06,3,https://www.wta.org/go-hiking/hikes/whistling-pig-meadow
West Bank,North Cascades,,,,,2.5,4,,,2015-05-31,1,https://www.wta.org/go-hiking/hikes/west-bank
Wenatchee Ridge Snowshoe (Lake Wenatchee Area),Central Cascades,11.0,roundtrip,2000.0,4000.0,3.0,2,47.8507855,-120.9339069,2021-03-10,13,https://www.wta.org/go-hiking/hikes/wenatchee-ridge-snowshoe
Whiskey Bend to Low Divide,Olympic Peninsula,,,,,2.5,6,47.964333992,-123.584426902,2020-08-21,23,https://www.wta.org/go-hiking/hikes/whiskey-bend-to-low-divide
Wilson Creek,Central Washington,2.0,roundtrip,100.0,2100.0,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/wilson-creek-1
Willaby Creek,Olympic Peninsula,,,,,3.4,5,47.4670312,-123.8454552,2017-06-19,5,https://www.wta.org/go-hiking/hikes/willaby-creek
Winchester Wasteway,Central Washington,,,,,3.4,5,,,2010-04-11,1,https://www.wta.org/go-hiking/hikes/winchester-wasteway
Wildside Connector,Issaquah Alps,,,,,2.75,4,,,2021-04-05,13,https://www.wta.org/go-hiking/hikes/wildside-connector
Willow Creek,North Cascades,,,,,3.25,4,,,2019-05-06,1,https://www.wta.org/go-hiking/hikes/willow-creek
Uno Peak,Central Cascades,,,,,3.33,3,,,2020-07-08,1,https://www.wta.org/go-hiking/hikes/uno-peak
Upper Big Creek,South Cascades,,,,,3.75,4,46.73604,-121.970311,2020-05-20,10,https://www.wta.org/go-hiking/hikes/upper-big-creek
Two Little Lakes,Central Cascades,,,,,1.33,3,,,,0,https://www.wta.org/go-hiking/hikes/two-little-lakes
Upper Lake Creek,South Cascades,,,,,3.67,3,,,2020-08-19,17,https://www.wta.org/go-hiking/hikes/upper-lake-creek
Upper Icicle Creek,Central Cascades,10.0,roundtrip,400.0,3200.0,3.25,4,47.6124666667,-120.949916667,2020-08-23,67,https://www.wta.org/go-hiking/hikes/upper-icicle-creek
Wahluke Lake,Central Washington,4.0,roundtrip,,,3.0,4,,,,0,https://www.wta.org/go-hiking/hikes/wahluke-lake
Franklin Falls,Snoqualmie Region,2.0,roundtrip,400.0,2600.0,4.11,99,47.4131077959,-121.44276917,2021-03-29,1122,https://www.wta.org/go-hiking/hikes/franklin-falls
Green Mountain - Davis Trail,Olympic Peninsula,4.0,roundtrip,120.0,800.0,0.0,0,47.5517885662,-122.826697826,2021-04-16,4,https://www.wta.org/go-hiking/hikes/green-mountain-davis-trail-1
Spokane Gulch,North Cascades,5.0,roundtrip,1100.0,3100.0,5.0,1,48.5971882771,-120.400348752,2021-04-23,25,https://www.wta.org/go-hiking/hikes/spokane-gulch
Ollalie Creek Camp,Mount Rainier Area,5.6,roundtrip,1600.0,3940.0,2.67,3,46.7562166667,-121.56275,2020-08-09,11,https://www.wta.org/go-hiking/hikes/ollalie-creek-camp
Faraway Rock,Mount Rainier Area,1.3,roundtrip,300.0,5220.0,2.5,4,46.7688666667,-121.724033333,2020-08-08,17,https://www.wta.org/go-hiking/hikes/faraway-rock
Carbon River Rain Forest Nature Trail,Mount Rainier Area,0.6,roundtrip,20.0,1780.0,3.4,5,46.994935,-121.916906,2020-09-09,17,https://www.wta.org/go-hiking/hikes/carbon-river-rain-forest-nature-trail
Lakeridge Park,Puget Sound and Islands,1.0,roundtrip,144.0,220.0,3.5,2,47.5085939616,-122.248236919,2020-11-08,10,https://www.wta.org/go-hiking/hikes/lakeridge-park-dead-horse-canyon
Northern State Ghost Town,North Cascades,5.0,roundtrip,50.0,182.0,4.0,12,48.525500298,-122.194557991,2021-04-17,111,https://www.wta.org/go-hiking/hikes/northern-state-ghost-town
Mount St. Helens - Monitor Ridge,South Cascades,10.0,roundtrip,4500.0,8365.0,4.45,38,46.1460954,-122.1834833,2020-11-02,483,https://www.wta.org/go-hiking/hikes/mount-st-helens-monitor-ridge
Earth Sanctuary,Puget Sound and Islands,2.0,roundtrip,50.0,164.0,0.0,0,48.01081,-122.49428,2021-02-08,3,https://www.wta.org/go-hiking/hikes/earth-sanctuary
Honey Dew Creek,Puget Sound and Islands,2.0,roundtrip,150.0,,3.67,3,47.5155178056,-122.184327842,2021-03-07,8,https://www.wta.org/go-hiking/hikes/honey-dew-creek
South Kitsap Regional Park,Puget Sound and Islands,,,,,0.0,0,47.522146,-122.614276,2021-03-27,3,https://www.wta.org/go-hiking/hikes/south-kitsap-regional-park
Lost Lake,Central Cascades,6.0,roundtrip,512.0,962.0,0.0,0,47.949847,-121.888791,2021-04-12,6,https://www.wta.org/go-hiking/hikes/lost-lake-3
Latourell Falls,Southwest Washington,3.0,roundtrip,540.0,600.0,3.0,5,45.538717,-122.2177,2021-01-04,15,https://www.wta.org/go-hiking/hikes/latourell-falls
Mount Rose,Olympic Peninsula,6.4,roundtrip,3500.0,4301.0,3.73,30,47.4955666667,-123.267583333,2021-04-18,418,https://www.wta.org/go-hiking/hikes/mount-rose
Cable Line Trail,Issaquah Alps,3.0,roundtrip,2022.0,2522.0,3.77,22,47.5296042492,-121.984376907,2021-04-23,345,https://www.wta.org/go-hiking/hikes/cable-line-trail
Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands,2.5,roundtrip,425.0,425.0,3.69,32,47.8558333333,-122.317516667,2021-03-16,217,https://www.wta.org/go-hiking/hikes/lunds-gulch-meadowdale-county-park
Fort Ebey State Park,Puget Sound and Islands,4.0,roundtrip,520.0,570.0,4.22,9,48.2225568947,-122.763977051,2021-01-30,70,https://www.wta.org/go-hiking/hikes/fort-ebey-state-park
Old Robe Canyon,North Cascades,2.4,roundtrip,350.0,1050.0,3.5,38,48.110067484,-121.855802536,2021-04-18,299,https://www.wta.org/go-hiking/hikes/old-robe-canyon
Sumas Mountain - Gold Mine Trail,Puget Sound and Islands,,,,,3.4,5,,,2021-01-21,73,https://www.wta.org/go-hiking/hikes/gold-mine-trail
Prince Creek,Central Cascades,,,,,3.75,4,48.1451878686,-120.494895279,2020-06-27,11,https://www.wta.org/go-hiking/hikes/prince-creek
Fort Spokane,Eastern Washington,,,,,0.0,0,47.9046033,-118.3091542,2017-08-27,2,https://www.wta.org/go-hiking/hikes/fort-spokane
Backbone Ridge,South Cascades,6.6,roundtrip,1750.0,2900.0,2.5,6,46.6642261233,-121.600338221,2018-08-01,9,https://www.wta.org/go-hiking/hikes/backbone-ridge
Middle Fork Connector Trail,Snoqualmie Region,0.5,one-way,40.0,1150.0,0.0,0,47.548450292598176,-121.53687715530396,2021-04-13,26,https://www.wta.org/go-hiking/hikes/middle-fork-connector-trail
Dash Point State Park,Puget Sound and Islands,19.0,trails,,,3.5,10,47.3182697855,-122.407380753,2021-04-08,99,https://www.wta.org/go-hiking/hikes/dash-point-state-park
Otto Preserve,Puget Sound and Islands,2.0,trails,150.0,250.0,2.0,1,48.698083,-122.674533,2021-01-15,9,https://www.wta.org/go-hiking/hikes/otto-preserve
Deadfall,Olympic Peninsula,7.6,roundtrip,2240.0,4273.0,3.1,10,47.8926333333,-122.984816667,2021-01-15,46,https://www.wta.org/go-hiking/hikes/deadfall
South Tiger Mountain Loop,Issaquah Alps,8.6,roundtrip,1550.0,2028.0,2.8,5,47.4432431429,-121.976222992,2021-03-15,65,https://www.wta.org/go-hiking/hikes/south-tiger-mountain-loop
Twin Falls,Snoqualmie Region,2.6,roundtrip,500.0,1000.0,4.14,201,47.442340473437085,-121.68534278869629,2021-04-22,1101,https://www.wta.org/go-hiking/hikes/twin-falls-state-park
Amabilis Mountain Snowshoe,Snoqualmie Region,9.5,roundtrip,2100.0,4570.0,3.25,4,47.2964913139,-121.288890839,2021-04-13,143,https://www.wta.org/go-hiking/hikes/amabilis-mountain-snowshoe
Cora Lake,Mount Rainier Area,6.0,roundtrip,400.0,3800.0,4.11,9,46.6779,-121.8946,2020-12-30,52,https://www.wta.org/go-hiking/hikes/cora-lake
Lower Wildcat Lake,Snoqualmie Region,,,,,3.0,3,47.4453,-121.4235,2020-08-14,29,https://www.wta.org/go-hiking/hikes/lower-wildcat-lake
